UraLex_Index	Language	UraLex_Form	UraLex_Value	NEL_Form	NEL_Value	NEL_Source_Form	LevenshteinDist	Accepted?
8343	Tundra Nenets	tye-nyana	tye-nyana	tʲeːɲɑnɑ	теняна	tʲeːɲɑnɑ	0.666666667	x
3983	Tundra Nenets	serako	ser	seːrʔ	сэ̇рˮ	seːrʔ	0.666666667	x
3410	Tundra Nenets	tay°na	tay°na	təɲɑnɑ	тӑняна	təɲɑnɑ	0.666666667	x
8316	Tundra Nenets	tyuku°	tyuku°	tʲikɨ	тикы	tʲikɨ	0.666666667	x
3189	Tundra Nenets	pya	pya	pʲɑ	пя	pʲɑ	0.666666667	x
3410	Tundra Nenets	tay°na	tay°na	tɑjnɑ	тайна	tɑjnɑ	0.666666667	x
4891	Tundra Nenets	tyonya	tyonya	tʲoːɲɑ	тёня	tʲoːɲɑ	0.666666667	x
4220	Tundra Nenets	tasyexey°	tasyexey°	tɑsʲeːxæj	тасехэй	tɑsʲeːxæj	0.666666667	x
2834	Tundra Nenets	ŋamtyo°	ŋamtyo°	ŋɑmdʲoːsʲ	ӈамдёсь	ŋɑmdʲoːsʲ	0.666666667	x
6791	Tundra Nenets	təh	təh	tɑʔ	таʼ(н)	tɑʔ	0.666666667	x
3982	Tundra Nenets	serako	ser	seːrʔ	сэ̇рˮ	seːrʔ	0.666666667	x
9638	Tundra Nenets	pya	pya	pʲɑ	пя	pʲɑ	0.666666667	x
10137	Tundra Nenets	nyudya	nyudya	ɲudʲɑ	нюдя	ɲudʲɑ	0.666666667	x
1831	Tundra Nenets	xada°	xada°	xɑdɑsʲ	хада(сь)	xɑdɑsʲ	0.666666667	x
7030	Tundra Nenets	mancy°	mancy°	mɑnzʲ	манзь	mɑnzʲ	0.666666667	x
1464	Tundra Nenets	ŋum	ŋum	ŋɑmdæʔ	ӈамдэˮ(д)	ŋɑmdæʔ	0.666666667	x
7581	Tundra Nenets	tyar-	tyar-	tʲɑrʦʲ	тярць	tʲɑrt͡sʲ	0.666666667	x
5914	Tundra Nenets	pyasy°	pyasy°	pʲɑsʲ	пясь	pʲɑsʲ	0.666666667	x
5823	Tundra Nenets	təxa-	təxa-	tɑxəsʲ	тахӑ(сь)	tɑxəsʲ	0.666666667	x
8245	Tundra Nenets	yiq	yiq	jiʔ	иˮ(д)	jiʔ	0.666666667	x
6435	Tundra Nenets	xúb°ta	xúb°ta	xuːbtɑ	хӯбта	xuːbtɑ	0.666666667	x
10005	Tundra Nenets	(nuw°h sarmyik°)	(tyírtya) sarmyik°	tʲirtʲɑsɑrmʲik	тиртя сармик	tʲirtʲɑ sɑrmʲik	0.6875	x
1441	Tundra Nenets	panəcy°	panəcy°	pɑntɑ	панта	pɑntɑ	0.714285714	x
8911	Tundra Nenets	nya°myu	nya°myu	ɲɑmʲu	нямю	ɲɑmʲu	0.714285714	x
7299	Tundra Nenets	yataqma	yataqma	jɑtɑʔmɑ	ятаˮма	jɑtɑʔmɑ	0.714285714	x
2394	Tundra Nenets	məxa-nyaŋi°	məxa-nyaŋi°	mɑxɑɲɑŋɨ	маханяӈы	mɑxɑɲɑŋɨ	0.727272727	x
3764	Tundra Nenets	piya	piya	pɨjɑ	пыя	pɨjɑ	0.75	x
640	Tundra Nenets	tyecyə°	tyecyə°	tʲeːʦʲdɑ	тецьда	tʲeːt͡sʲdɑ	0.75	x
9212	Tundra Nenets	ŋaya	ŋaya	ŋɑjɑ	ӈая	ŋɑjɑ	0.75	x
9503	Tundra Nenets	nyaŋocy°	nyaŋocy°	ɲɑŋoːtɑ	няӈота	ɲɑŋoːtɑ	0.75	x
5301	Tundra Nenets	syaq	syaq	sʲɑʔ	сяˮ(д)	sʲɑʔ	0.75	x
2636	Tundra Nenets	yam	yam	jɑmʔ	ямʼ	jɑmʔ	0.75	x
8420	Tundra Nenets	syúh	syúh	sʲuʔ	сю’(н)	sʲuʔ	0.75	x
713	Tundra Nenets	məda°	məda°	mɑdɑbəsʲ	мадабӑ(сь)	mɑdɑbəsʲ	0.75	x
2293	Tundra Nenets	nyum	nyum	ɲumʔ	нюмʼ	ɲumʔ	0.75	x
2449	Tundra Nenets	yəxa	yəxa	jɑxɑ	яха	jɑxɑ	0.75	x
2177	Tundra Nenets	xax°yə°	xax°yə°	xɑxəjɑdɑ	хахӑяда	xɑxəjɑdɑ	0.75	x
9081	Tundra Nenets	syata-nyaŋi°	syata-nyaŋi°	sʲɑtɑɲɑŋɨ	сятаняӈы	sʲɑtɑɲɑŋɨ	0.75	x
5193	Tundra Nenets	yík°	yík°	jik	ик	jik	0.75	x
7494	Tundra Nenets	tyírcy°h	tyírcy°h	tʲirʦʲ	тирць(н)	tʲirt͡sʲ	0.75	x
4495	Tundra Nenets	nyenyaŋk°	nyenyaŋk°	ɲeːɲɑŋɡ	неняӈг	ɲeːɲɑŋɡ	0.777777778	x
9947	Tundra Nenets	mənecy°	mənecy°	mɑɲijeːsʲ	мание(сь)	mɑɲijeːsʲ	0.777777778	x
1571	Tundra Nenets	məny°	məny°	mɑɲ	мань	mɑɲ	0.8	x
8223	Tundra Nenets	xalya	xalya	xɑʎɑ	халя	xɑʎɑ	0.8	x
2044	Tundra Nenets	yiryiy° ~ yiri°	yiryiy° ~ yiri°	jirʲij	ирий	jirʲij	0.8	x
9558	Tundra Nenets	yamp°	yamp°	jɑmb	ямб	jɑmb	0.8	x
2140	Tundra Nenets	tiya	tiya	tɨjɑk	тыяк	tɨjɑk	0.8	x
3344	Tundra Nenets	taki°	taki°	tʲikɨ	тикы	tʲikɨ	0.8	x
1274	Tundra Nenets	ŋəmteq	ŋəmteq	ŋɑmdædʔŋæwɑ	ӈамдэдʼ ӈэва	ŋɑmdædʔ ŋæwɑ	0.818181818	x
9800	Tundra Nenets	wenyeko ~ wenyako	wenyeko ~ wenyako	wæɲeːkoː	вэнеко	wæɲeːkoː	0.823529412	x
3852	Tundra Nenets	mənyaq	mənyaq	mɑɲɑʔ	маняˮ	mɑɲɑʔ	0.833333333	x
2056	Tundra Nenets	nyebya	nyebya	ɲeːbʲɑ	небя	ɲeːbʲɑ	0.833333333	x
962	Tundra Nenets	nyísya	nyísya	ɲisʲɑ	нися	ɲisʲɑ	0.833333333	x
8778	Tundra Nenets	yedey°	yedey°	jeːdæj	едэй	jeːdæj	0.833333333	x
3525	Tundra Nenets	nyax°r	nyax°r	ɲɑxɑrʔ	няхарˮ	ɲɑxɑrʔ	0.833333333	x
4859	Tundra Nenets	məq°la°	məq°la°	mɑʔlɑsʲ	маˮла(сь)	mɑʔlɑsʲ	0.857142857	x
6986	Tundra Nenets	xanye°	xanye°	xɑɲeːsʲ	хане(сь)	xɑɲeːsʲ	0.857142857	x
1701	Tundra Nenets	nyəqm°bə° ~ nyəqmibə°	nyəqm°bə° ~ nyəqmibə°	ɲɑʔəmbəsʲ	няˮӑмбӑ(сь)	ɲɑʔəmbəsʲ	0.857142857	x
3255	Tundra Nenets	xayer°q ~ xayer	xayer°q ~ xayer	xɑjeːrdʔ	хаердˮ(д)	xɑjeːrdʔ	0.866666667	x
2044	Tundra Nenets	yiryiy° ~ yiri°	yiryiy° ~ yiri°	jirɨ	иры	jirɨ	0.866666667	x
9115	Tundra Nenets	nyar°ya°	nyar°ya°	ɲɑrjɑnɑ	няръяна	ɲɑrjɑnɑ	0.875	x
2714	Tundra Nenets	yah sæw°	yah sæw°	sæwkoː	сэвко	sæwkoː	0.875	x
5232	Tundra Nenets	nyenecy°h	nyenecy°h	ɲeːnæʦʲ	ненэ́ць(н)	ɲeːnæt͡sʲ	0.888888889	x
9857	Tundra Nenets	yaərcy° ~ yarcy°	yaərcy° ~ yarcy°	jɑrʦʲ	ярць	jɑrt͡sʲ	0.9375	x
5468	Tundra Nenets	lyarca	lyarca	ʎɑrʦoː	лярцо	ʎɑrt͡soː	1	x
8571	Tundra Nenets	nyah	nyah	ɲɑʔ	няʼ(н)	ɲɑʔ	1	x
5593	Tundra Nenets	nye	nye	ɲeː	не	ɲeː	1	x
4073	Tundra Nenets	nye	nye	ɲeː	не	ɲeː	1	x
7924	Tundra Nenets	yí	yí	ji	и	ji	1	x
4440	Tundra Nenets	yúq	yúq	juʔ	юˮ(д)	juʔ	1	x
7835	Veps	jumalanbembelʹ	jumalanbembelʹ	jʊmɑlɑnbɛmbɛlʲ	jumalanbembel'	jʊmɑlɑnbɛmbɛlʲ	0.071428571	x
5445	Veps	hämähoug	hämähoug	hæmæhɔʊk	hämähouk	hæmæhɔʊk	0.125	x
1606	Veps	südʹäin	südʹäin	sʏdæin	südäin	sʏdæin	0.142857143	x
10080	Veps	pilʹvez	pilʹvez	pilʲvɛz	pil'vez	pilʲvɛz	0.142857143	x
1677	Veps	pidʹada	pidʹada	pidɑdɑ	pidada	pidɑdɑ	0.142857143	x
6253	Veps	t́ehtas	t́ehtas	tɛxtɑs	tehtas	tɛxtɑs	0.142857143	x
4418	Veps	kümńe	kümńe	kʏmnɛ	kümne	kʏmnɛ	0.166666667	x
2934	Veps	silʹed	silʹed	silɛd	siled	silɛd	0.166666667	x
9684	Veps	josta	josta	jɔkstɑ	joksta	jɔkstɑ	0.166666667	x
2747	Veps	tʹerav	tʹerav	tɛrɑv	terav	tɛrɑv	0.166666667	x
1380	Veps	jaduda	jaduda	jædʊdɑ	jäduda	jædʊdɑ	0.166666667	x
23	Veps	lʹämoi	lʹämoi	læmɔi	lämoi	læmɔi	0.166666667	x
3966	Veps	vouged	vouged	vɑʊɡɛd	vauged	vɑʊɡɛd	0.166666667	x
586	Veps	pilʹv	pilʹv	pilʲv	pil'v	pilʲv	0.2	x
9227	Veps	veŕi	veŕi	vɛri	veri	vɛri	0.2	x
3372	Veps	käźi	käźi	kæzi	käzi	kæzi	0.2	x
7780	Veps	hibus	hibus	hibʊz	hibuz	hibʊz	0.2	x
4481	Veps	säsk	säsk	sæsʲk	säs'k	sæsʲk	0.2	x
2640	Veps	meŕi	meŕi	mɛri	meri	mɛri	0.2	x
7398	Veps	mändä	mändä	mændɑ	mända	mændɑ	0.2	x
9726	Veps	silʹm	silʹm	silʲm	sil'm	silʲm	0.2	x
2187	Veps	toińe	toińe	tɔinɛ	toine	tɔinɛ	0.2	x
8942	Veps	lʹete	lʹete	lɛtɛ	lete	lɛtɛ	0.2	x
9926	Veps	ńähta	ńähta	næxtɑ	nähta	næxtɑ	0.2	x
3617	Veps	kaks	kaks	kɑksʲ	kaks'	kɑksʲ	0.2	x
8920	Veps	polʹv	polʹv	pɔlʲv	pol'v	pɔlʲv	0.2	x
9347	Veps	jyged	jyged	jʏɡɛd	jüged	jʏɡɛd	0.2	x
1716	Veps	mit	mit	mitʲ	mit'	mitʲ	0.25	x
42	Veps	sińä	śä	sinæ	sinä	sinæ	0.25	x
7276	Veps	hilʹ	hilʹ	hilʲ	hil'	hilʲ	0.25	x
9893	Veps	juŕ	juŕ	jʊrʲ	jur'	jʊrʲ	0.25	x
3749	Veps	ńena	ńena	nɛnɑ	nena	nɛnɑ	0.25	x
7967	Veps	suŕ	suŕ	sʊrʲ	sur'	sʊrʲ	0.25	x
8887	Veps	kelʹ	kelʹ	kɛlʲ	kel'	kɛlʲ	0.25	x
4759	Veps	korʹ	korʹ	kɔrʲ	kor'	kɔrʲ	0.25	x
4817	Veps	edahan	edahan	ɛdɑhɑinɛ	edahaine	ɛdɑhɑinɛ	0.25	x
7911	Veps	melʹ	melʹ	mɛlʲ	mel'	mɛlʲ	0.25	x
1851	Veps	ģärv	ģärv	jærv	järv	jærv	0.25	x
1908	Veps	tʹäi	tʹäi	tæi	täi	tæi	0.25	x
43	Veps	sińä	śä	sinæ	sinä	sinæ	0.25	x
6743	Veps	külʹptas	külʹptas	kʏlʲptæs	kül'ptäs	kʏlʲptæs	0.25	x
3991	Veps	pühktʹa	pühktʹa	pʏxktæ	pühktä	pʏxktæ	0.285714286	x
2549	Veps	hośtʹa	hośtʹa	hɔstɑ	hosta	hɔstɑ	0.285714286	x
6977	Veps	metsata	metsata	mɛʦɑtɑ	mecata	mɛt͡sɑtɑ	0.285714286	x
680	Veps	leigota	leigota	lɛikɑtɑ	leikata	lɛikɑtɑ	0.285714286	x
5573	Veps	akk	akk	ɑk	ak	ɑk	0.333333333	x
6508	Veps	kurdeh	kurdeh	kʊrdiʒ	kurdiž	kʊrdiʒ	0.333333333	x
2689	Veps	semen	semen	sɛmnɛd	semned	sɛmnɛd	0.333333333	x
2463	Veps	tʹe	tʹe	tɛ	te	tɛ	0.333333333	x
1104	Veps	torata	torata	tɔrɑ	tora	tɔrɑ	0.333333333	x
2150	Veps	lähen	lähen	læhɛlinɛ	läheline	læhɛlinɛ	0.375	x
8101	Veps	lʹödä	lʹödä	lœdɑ	löda	lœdɑ	0.4	x
8463	Veps	śelʹg	śelʹg	sɛlʲɡ	sel'g	sɛlʲɡ	0.4	x
8322	Veps	eglē	eglē	ɛɡlɑi	eglai	ɛɡlɑi	0.4	x
557	Veps	künź	künź	kʏnzʲ	künz'	kʏnzʲ	0.4	x
7206	Veps	lyhyd	lyhyd	lʏhʏd	lühüd	lʏhʏd	0.4	x
9310	Veps	murhāńe	murhāńe	mʊrɑhɑinɛ	murahaine	mʊrɑhɑinɛ	0.444444444	x
1878	Veps	lʹeht	lʹeht	lɛxtɛz	lehtez	lɛxtɛz	0.5	x
4082	Veps	mets	mets	mɛʦ	mec	mɛt͡s	0.5	x
5688	Veps	meź	meź	mɛzʲ	mez'	mɛzʲ	0.5	x
10214	Veps	tʹäht	tʹäht	tæxtɑz	tähtaz	tæxtɑz	0.5	x
4169	Veps	voź	voź	vɔzʲ	voz'	vɔzʲ	0.5	x
1357	Veps	nelʹ	nelʹ	nɛlʲː	nel'l'	nɛlʲː	0.5	x
8315	Veps	ńetse	ńetse	nɛʦɛ	nece	nɛt͡sɛ	0.5	x
3544	Veps	tatsta	tatsta	tɑʦtæ	tactä	tɑt͡stæ	0.5	x
8007	Veps	ükś	ükś	ʏksʲ	üks'	ʏksʲ	0.5	x
10102	Veps	peń	peń	pɛnʲ	pen'	pɛnʲ	0.5	x
8864	Veps	e-	ī	ɛi	ei	ɛi	0.5	x
8863	Veps	e-	ī	ɛi	ei	ɛi	0.5	x
1420	Veps	tʹäüź	tʹäüź	tæʊzʲ	täuz'	tæʊzʲ	0.5	x
3704	Veps	lʹäm	lʹäm	læmʲ	läm'	læmʲ	0.5	x
7085	Veps	tülʹts	tülʹts	tʏlʲʦ	tül'c	tʏlʲt͡s	0.5	x
9446	Veps	śödä	śödä	sœdɑ	söda	sœdɑ	0.5	x
4945	Veps	pašta ~ paštta	pašta ~ paštta	pɑʃtːɑ	paštta	pɑʃtːɑ	0.571428571	x
9283	Veps	kanta ~ kantta	kanta ~ kantta	kɑntːɑ	kantta	kɑntːɑ	0.571428571	x
455	Veps	tulda ~ tūda	tulda ~ tūda	tʊldɑ	tulda	tʊldɑ	0.583333333	x
8977	Veps	kulda ~ kūda	kulda ~ kūda	kʊldɑ	kulda	kʊldɑ	0.583333333	x
9513	Veps	reiž	reiž	riːʒɛ	riiže	riːʒɛ	0.6	x
748	Veps	kolda ~ kouda	kolda ~ kouda	kɔldɑ	kolda	kɔldɑ	0.615384615	x
3372	Veps	käźi	käźi	kæzitɛrɑ	käzitera	kæzitɛrɑ	0.625	x
3673	Veps	kävelta ~ kävuda	kävelta ~ kävuda	kævʊdɑ	kävuda	kævʊdɑ	0.625	x
1554	Veps	mińa ~ mä	mińa ~ mä	minæ	minä	minæ	0.666666667	x
8765	Veps	uź	uź	ʊzʲ	uz'	ʊzʲ	0.666666667	x
2718	Veps	ombōda ~ ombleda	ombōda ~ ombleda	ɔmbɛltɑ	ombelta	ɔmbɛltɑ	0.6875	x
484	Veps	hengitada ~ henkta	hengitada ~ henkta	hɛŋktæ	henktä	hɛŋktæ	0.722222222	x
4565	Karelian	sytytteä	sytytteä	sytytːyæ	sytyttyä	sytytːyæ	0.125	x
4570	Karelian	viritteä	viritteä	viritːyæ	virittyä	viritːyæ	0.125	x
8824	Karelian	tieteä	tieteä	tiɛtyæ	tietyä	tiɛtyæ	0.166666667	x
1288	Karelian	lenteä	lenteä	lɛntyæ	lentyä	lɛntyæ	0.166666667	x
8710	Karelian	paloa	paloa	pɑlʊɑ	palua	pɑlʊɑ	0.2	x
5997	Karelian	eäni	eäni	iæni	iäni	iæni	0.25	x
1960	Karelian	eleä	eleä	ɛlyæ	elyä	ɛlyæ	0.25	x
8039	Karelian	heän	heän	hiæn	hiän	hiæn	0.25	x
3772	Karelian	kärpäine	kärpäine	kærpæni	kärpäni	kærpæni	0.25	x
9030	Karelian	moa	moa	mʊɑ	mua	mʊɑ	0.333333333	x
652	Karelian	lukie	lukie	lɑskiɛ	laskie	lɑskiɛ	0.333333333	
2548	Karelian	hivuo	hivuo	hiɛrʊɔ	hieruo	hiɛrʊɔ	0.333333333	
1288	Karelian	lenteä	lenteä	lɛnːɛlːæ	lennellä	lɛnːɛlːæ	0.375	
5076	Karelian	olla nälkähine	olla nälkähine	nælkæhini	nälkähini	nælkæhini	0.428571429	x
2266	Karelian	leikitä	leikitä	lɛikːiɛ	leikkie	lɛikːiɛ	0.428571429	
2902	Karelian	haistoa	haistoa	hɑisːɛlːɑ	haissella	hɑisːɛlːɑ	0.444444444	
4944	Karelian	paistoa	paistoa	pɑisːɛlːɑ	paissella	pɑisːɛlːɑ	0.444444444	
5065	Karelian	uitie	uitie	læxtiɛ	lähtie	læxtiɛ	0.5	
4480	Karelian	seäksi	seäksi	siæski	siäski	siæski	0.5	
1646	Karelian	teällä	teällä	tæsːæ	tässä	tæsːæ	0.5	
1605	Karelian	seän	seän	syvæin	syväin	syvæin	0.5	
2238	Karelian	kisata	kisata	pɛlɑtɑ	pelata	pɛlɑtɑ	0.5	
8710	Karelian	paloa	paloa	pɔltːɑː	polttaa	pɔltːɑː	0.571428571	
7242	Karelian	uneksie	uneksie	ʊni	uni	ʊni	0.571428571	
2333	Karelian	työnteä	työnteä	lykætæ	lykätä	lykætæ	0.571428571	
7743	Karelian	revukas	revukas	rɛtʊni	retuni	rɛtʊni	0.571428571	
2149	Karelian	lähellä	lähellä	læhini	lähini	læhini	0.571428571	
685	Karelian	halata	halata	lɛikɑtɑ	leikata	lɛikɑtɑ	0.571428571	
4758	Karelian	koja	koja	kʊɔri	kuori	kʊɔri	0.6	
917	Karelian	isra	isra	rɑsvɑ	rasva	rɑsvɑ	0.6	
9402	Karelian	vanha ~ vahna	vanha ~ vahna	vɑnhɑ	vanha	vɑnhɑ	0.615384615	x
4565	Karelian	sytytteä	sytytteä	viritːyæ	virittyä	viritːyæ	0.625	
4570	Karelian	viritteä	viritteä	sytytːyæ	sytyttyä	sytytːyæ	0.625	
1714	Karelian	milleh	milleh	mitɛin	mitein	mitɛin	0.666666667	
7590	Karelian	piteä	piteä	sæilytːyæ	säilyttyä	sæilytːyæ	0.666666667	
2880	Karelian	uinota	uinota	mʊɑtɑ	muata	mʊɑtɑ	0.666666667	
1726	Karelian	kuin	kuin	mitɛin	mitein	mitɛin	0.666666667	
233	Karelian	elukka	elävä	ɛlæin	eläin	ɛlæin	0.666666667	
388	Karelian	vattša	vattša	mɑhɑ	maha	mɑhɑ	0.666666667	
6535	Karelian	kavota	kavota	hævitæ	hävitä	hævitæ	0.666666667	
8110	Karelian	iskie	iskie	kɔpsiɛ	kopsie	kɔpsiɛ	0.666666667	
823	Karelian	rynnäs	rynnäs	rintɑ	rinta	rintɑ	0.666666667	
1379	Karelian	jeätyö	jeätyö	kylmæxtyæ	kylmähtyä	kylmæxtyæ	0.666666667	
5805	Karelian	ohkoa	ohkoa	vɔivɔtːʊɑ	voivottua	vɔivɔtːʊɑ	0.666666667	
234	Karelian	elukka	elävä	ɛlæin	eläin	ɛlæin	0.666666667	
8833	Karelian	tuntie ~ tuta	tuntie ~ tuta	tiɛtyæ	tietyä	tiɛtyæ	0.692307692	
6647	Karelian	katškera ~ kitškerä	katškera ~ kitškerä	kɑrkiɛ	karkie	kɑrkiɛ	0.714285714	
4944	Karelian	paistoa	paistoa	lɛipʊɔ	leipuo	lɛipʊɔ	0.714285714	
5610	Karelian	sulkie	sulkie	sɑlvɑtɑ	salvata	sɑlvɑtɑ	0.714285714	
2266	Karelian	leikitä	leikitä	pɛlɑtɑ	pelata	pɛlɑtɑ	0.714285714	
3539	Karelian	lykätä	lykätä	hɛitːyæ	heittyä	hɛitːyæ	0.714285714	
9652	Karelian	pakkuo	pakkuo	lɑŋkɛtɑ	lanketa	lɑŋkɛtɑ	0.714285714	
1091	Karelian	tapella	tapella	tɔrɑ	tora	tɔrɑ	0.714285714	
2801	Karelian	pajattoa	pajattoa	lɑʊlʊɑ	laulua	lɑʊlʊɑ	0.75	
8066	Karelian	kuka	ku	kɛn	ken	kɛn	0.75	
8065	Karelian	kuka	ku	kɛn	ken	kɛn	0.75	
2084	Karelian	vuori	vuori	mæki	mäki	mæki	0.8	
2049	Karelian	emä	emä	mʊɑmɔ	muamo	mʊɑmɔ	0.8	
5482	Karelian	soaha	soaha	tʊlːɑ	tulla	tʊlːɑ	0.8	
7910	Karelian	mieli	mieli	æly	äly	æly	0.8	
6612	Karelian	sisär	sisär	ʧikːɔ	čikko	t͡ʃikːɔ	0.8	
838	Karelian	nänni	nänni	rintɑ	rinta	rintɑ	0.8	
622	Karelian	vilu	vilu	kylmæ	kylmä	kylmæ	0.8	
5271	Karelian	noama	noama	nækœ	näkö	nækœ	0.8	
1929	Karelian	viruo	viruo	vɛnyœ	venyö	vɛnyœ	0.8	
9599	Karelian	puhaltoa ~ puhuo	puhaltoa ~ puhuo	tuːlːɑ	tuulla	tuːlːɑ	0.8125	
5613	Karelian	panna umpeh	panna umpeh	sɑlvɑtɑ	salvata	sɑlvɑtɑ	0.818181818	
881	Karelian	tomu ~ tömy	tomu ~ tömy	pœly	pöly	pœly	0.818181818	
4978	Karelian	poimie	poimie	nɔstʊɑ	nostua	nɔstʊɑ	0.833333333	
9339	Karelian	raskas	raskas	jykiɛ	jykie	jykiɛ	0.833333333	
5892	Karelian	alkoa	alkoa	rʊvɛtɑ	ruveta	rʊvɛtɑ	0.833333333	
1048	Karelian	heyhen	heyhen	kynæ	kynä	kynæ	0.833333333	
2487	Karelian	toroka	toroka	tiɛ	tie	tiɛ	0.833333333	
7037	Karelian	paissa	paissa	sɑnʊɔ	sanuo	sɑnʊɔ	0.833333333	
3539	Karelian	lykätä	lykätä	visɑtɑ	visata	visɑtɑ	0.833333333	
3402	Karelian	tuolla	tuolla	siɛlæ	sielä	siɛlæ	0.833333333	
7742	Karelian	likaine	likaine	rɛtʊni	retuni	rɛtʊni	0.857142857	
2238	Karelian	kisata	kisata	lɛikːiɛ	leikkie	lɛikːiɛ	0.857142857	
1223	Karelian	virrata	virrata	vɑlʊɔ	valuo	vɑlʊɔ	0.857142857	
2975	Karelian	kyy	kyy	kiærmis	kiärmis	kiærmis	0.857142857	
5415	Karelian	teräväh	teräväh	rʊtːɔh	ruttoh	rʊtːɔh	0.857142857	
7743	Karelian	revukas	revukas	likɑni	likani	likɑni	0.857142857	
1315	Karelian	sumu	sumu	huːvvɛh	huuvveh	huːvvɛh	0.857142857	
1331	Karelian	tumana	tumana	huːvvɛh	huuvveh	huːvvɛh	0.857142857	
4816	Karelian	etähänä	etähänä	lɔitːɔni	loittoni	lɔitːɔni	0.875	
233	Karelian	elukka	elävä	siːvɑtːɑ	siivatta	siːvɑtːɑ	0.875	
234	Karelian	elukka	elävä	siːvɑtːɑ	siivatta	siːvɑtːɑ	0.875	
1488	Karelian	ruohoine	ruohoine	vihɑntɑ	vihanta	vihɑntɑ	0.875	
3469	Karelian	tuumaija	tuumaija	ɑjɑtɛlːɑ	ajatella	ɑjɑtɛlːɑ	0.875	
2902	Karelian	haistoa	haistoa	nuːhɛlːɑ	nuuhella	nuːhɛlːɑ	0.875	
4947	Karelian	voalie	voalie	pɑisːɛlːɑ	paissella	pɑisːɛlːɑ	0.888888889	
1487	Karelian	selenäine	selenäine	vihɑntɑ	vihanta	vihɑntɑ	0.888888889	
7974	Karelian	topie	topie	suːri	suuri	suːri	1	
2200	Karelian	muu	muu	tɔini	toini	tɔini	1	
189	Karelian	i	i	tɑ	ta	tɑ	1	
3331	Karelian	tuo	tuo	sɛ	se	sɛ	1	
9751	Karelian	poro	poro	tʊxkɑ	tuhka	tʊxkɑ	1	
257	Karelian	šiivatta	šiivatta	ɛlæin	eläin	ɛlæin	1	
1036	Karelian	pero	pero	kynæ	kynä	kynæ	1	
8110	Karelian	iskie	iskie	lyyvvæ	lyyvvä	lyyvvæ	1	
10079	Karelian	pilves	pilves	kʊvɑhɑini	kuvahaini	kʊvɑhɑini	1	
9064	Karelian	hura	hura	vɑsɛn	vasen	vɑsɛn	1	
2336	Karelian	tunkie	tunkie	lykætæ	lykätä	lykætæ	1	
1036	Karelian	pero	pero	sʊlkɑ	sulka	sʊlkɑ	1	
1048	Karelian	heyhen	heyhen	sʊlkɑ	sulka	sʊlkɑ	1	
10105	Karelian	vähä	vähä	piɛni	pieni	piɛni	1	
9191	Karelian	hipie	hipie	nɑxkɑ	nahka	nɑxkɑ	1	
8941	Karelian	hiekka	hiekka	ʧuːrʊ	čuuru	t͡ʃuːrʊ	1	
1748	Karelian	mies	mies	ʊkːɔ	ukko	ʊkːɔ	1	
955	Karelian	isä	isä	tʊɑtːɔ	tuatto	tʊɑtːɔ	1	
3540	Karelian	viskata	viskata	hɛitːyæ	heittyä	hɛitːyæ	1	
1468	Karelian	ruoho	ruoho	hɛinæ	heinä	hɛinæ	1	
8100	Karelian	lyyvä	lyyvä	kɔpsiɛ	kopsie	kɔpsiɛ	1	
4947	Karelian	voalie	voalie	lɛipʊɔ	leipuo	lɛipʊɔ	1	
2982	Karelian	mato	mato	kiærmis	kiärmis	kiærmis	1	
5804	Karelian	yhkeä	yhkeä	vɔivɔtːʊɑ	voivottua	vɔivɔtːʊɑ	1	
7818	Karelian	karva	karva	hivʊs	hivus	hivʊs	1	
5968	Karelian	virsi	virsi	lɑʊlʊ	laulu	lɑʊlʊ	1	
5271	Karelian	noama	noama	mʊɔtɔ	muoto	mʊɔtɔ	1	
919	Karelian	kuu	kuu	rɑsvɑ	rasva	rɑsvɑ	1	
1188	Karelian	saje	saje(h)	vixmɑ	vihma	vixmɑ	1	
1294	Livonian	linndə	linndə	lində	lindõ	lində	0.166666667	x
9408	Livonian	vanà	vanà	vɑnɑː	vanā	vɑnɑː	0.25	x
915	Livonian	razà	razà	rɑzɑː	razā	rɑzɑː	0.25	x
3438	Livonian	vòitti	vòitti	vʊiti	vȯiti	vʊiti	0.333333333	x
1005	Livonian	karrtə	karrtə	kɑrtə	kartõ	kɑrtə	0.333333333	x
1966	Livonian	jeʾllə	jeʾllə	jɛˀlːə	je’llõ	jɛˀlːə	0.333333333	x
8716	Livonian	paʾllə	paʾllə	pɑlːə	pallõ	pɑlːə	0.333333333	x
8830	Livonian	tìedə	tìedə	tiːɛdə	tīedõ	tiːɛdə	0.4	x
9606	Livonian	pūʾgə	pūʾgə	puːˀɡə	pū’gõ	puːˀɡə	0.4	x
4574	Livonian	aʾltə	aʾltə	ɑˀltə	a’ltõ	ɑˀltə	0.4	x
1204	Livonian	vīʾm	vīʾm	viːˀmə	vī’mõ	viːˀmə	0.4	x
3475	Livonian	mē̮tlə	mē̮tlə	mɨtlə	mõtlõ	mɨtlə	0.428571429	x
8590	Livonian	soʾu	soʾu	soˀv	so’v	soˀv	0.5	x
1193	Livonian	saʾddə	saʾd	sɑˀd	sa’d	sɑˀd	0.5	x
3013	Livonian	vozà	vozà	vʊzɑː	vȯzā	vʊzɑː	0.5	x
1192	Livonian	saʾddə	saʾd	sɑˀd	sa’d	sɑˀd	0.5	x
